College Name,Library (2023-24),New Equipment for Laboratories (2023-24),Engineering Workshops (2023-24),Studios (2023-24),Other expenditure on creation of Capital Assets (2023-24),Library (2022-23),New Equipment for Laboratories (2022-23),Engineering Workshops (2022-23),Studios (2022-23),Other expenditure on creation of Capital Assets (2022-23),Library (2021-22),New Equipment for Laboratories (2021-22),Engineering Workshops (2021-22),Studios (2021-22),Other expenditure on creation of Capital Assets (2021-22),Salaries (2023-24),Maintenance of Academic Infrastructure or consumables and other running expenditures (2023-24),Seminars/Conferences/Workshops (2023-24),Salaries (2022-23),Maintenance of Academic Infrastructure or consumables and other running expenditures (2022-23),Seminars/Conferences/Workshops (2022-23),Salaries (2021-22),Maintenance of Academic Infrastructure or consumables and other running expenditures (2021-22),Seminars/Conferences/Workshops (2021-22)
Iit Palakkad  Nirf Overall 2025,"53591660 (Rupees Five Crore Thirty Five Lac Ninety One
Thousand Six Hundred Sixty)","116563472 (Rupees Eleven Crore Sixty Five Lac Sixty Three
Thousand Four Hundred Seventy Two)","24645900 (Rupees Two Crore Forty Six Lac Forty Five
Thousand Nine Hundred  Only)",0 (zero),"101819519 (Rupees Ten Crore Eighteen Lac Nineteen
Thousand Five Hundred Nineteen Only)","44024355 (Four Crore Forty Lakhs Twenty Four Thousand
Three Hundred and Fifty Five Only)","70755812 (Seven Crore Seven lakhs Fifty Five Thousand Eight
Hundred And Twelve)","75977529 (Seven Crore Fifty Nine Lakhs Seventy Seven
Thousand Twenty Nine and thirty six only)",0 (zero),"72929013 (Seven Crore Twenty Nine Lakhs Twenty Nine
Thousand And Thirteen only)","42362426 (Four Crore Twenty Three lakhs Sixty Thousand
Four Hundred and Twenty Six only)","78373090 (Seven Crore Eighty Three lakhs Seventy Three
Thousand and Ninety only)","98300625 (Nine Crore Eighty Three lakhs Six hundred and
Twenty Five only)",0 (zero),"48083518 (Four crore Eighty lakhs Eighty Three Thousand
Five Hundred and Eighteen only)","409972097 (Rupees Forty  Crore Ninety Nine Lac Seventy Two
Thousand Ninety Seven Only)","126768023 (Rupees Twelve Crore Sixty Seven Lac Sixty Eight
Thousand Twenty Three Only)","13486836 (Rupees One Crore Thirty four Lac Eighty Six
Thousand Eight Hundred andThirty Six)","337009280 (Thirty Three Crore Seventy Lakhs Nine Thousand
Two Hundred And Eighty)","109176495 (Ten Crore Ninety One Lkahs Seventy Sic
Thousand Four Hundred And Ninety Five)","8710362 (Eighty Seven Lakhs Ten Thousand Three Hundred
And Sixty Two )","276935777 (Twenty Seven crore Sixty Nine Lakhs Thirty Five
Thousand Seven Hundred and Seventy Seven only)","84436029 (Eight Crore Forty Four Lakhs Thirty Six Thousand
and Twenty Nine only)","3513969 (Thirty Five Lakhs Thirteen Thousand Nine Hundred
Sixty Nine only)"
Iit Patna Nirf Engineering 2025,"121605650 (Twelve Crore Sixteen Lakh Five Thousand Six
Hundred Fifty)","337272917 (Thirty Three Crore Seventy Two Lakh Seventy
Two Thousand Nine Hundred Seventeen)","21676092 (Two Crore Sixteen Lakh Seventy Six Thousand
Ninety Two)",0 (Zero),"124005462 (Twelve Crore Forty Lakh Five Thousand Four
Hundred Sixty Two)","126432017 (Twelve Crore Sixty Four Lakh Thirty Two
Thousand Seventeen Rupees And Zero Paisa Only)","713805099 (Seventy One Crore Thirty Eight Lakh Five
Thousand Ninety Nine Rupees And Zero Paisa Only)","17430742 (One Crore Seventy Four Lakh Thirty Thousand
Seven Hundred Forty Two Rupees And Zero Paisa Only)",0 (Zero),"123539258 (Twelve Crore Thirty Five Lakh Thirty Nine
Thousand Two Hundred Fifty Eight Rupees And Zero Paisa
Only)","96756610 (Nine Crores Sixty Seven Lakhs Fifty Six Thousand
Six Hundred  Ten Only)","329329209 (Thirty Two Crores Ninety Three Lakhs Twenty
Nine Thousand Two Hundred Nine Only)","10872944 (One Crore Eight Lakhs Seventy Two Thousand
Nine Hundred and Forty Four Only)",0 (Zero),"89163954 (Eight Crores Ninety One Lakhs Sixty Three
Thousand Nine Hundred Fifty Four Only)","662210115 (Sixty Six Crore Twenty Two Lakh Ten Thousand
One Hundred Fifteen)","776352724 (Seventy Seven Crore Sixty Three Lakh Fifty Two
Thousand Seven Hundred Twenty Four)","38997493 (Three Crore Eighty Nine Lakh Ninety Seven
Thousand Four Hundred Ninety Three )","562171509 (Fifty Six Crore Twenty One Lakh Seventy One
Thousand Five Hundred Nine Rupees And Zero Paisa Only)","573194133 (Fifty Seven Crore Thirty One Lakh Ninety Four
Thousand One Hundred Thirty Three Rupees And Zero Paisa
Only)","20723857 (Two Crore Seven Lakh Twenty Three Thousand
Eight Hundred Fifty Seven Rupees And Zero Paisa Only)","466680578 (Forty Six Crores Sixty Six Lakhs Eighty Thousand
Five Hundred Seventy Eight Only)","472562854 (Forty Seven Crores Twenty Five Lakhs Sixty Two
Thousand Eight Hundred Fifty Four Only)","14033011 (One Crore Forty Lakhs Thirty Three Thousand
Eleven Only)"
Iit Roorkee Nirf Engineering 2025,"276631841 (Twenty Seven Crores Sixty Six Lakhs Thirty One
Thousand Eight Hundred Forty One only)","1124364915 (One Hundred Twelve Crores Forty Three Lakhs
Sixty Four Thousand Nine Hundred Fifteen Only)","128418129 (Twelve Crores Eighty Four Lakhs Eighteen
Thousand One Hundred Twenty Nine only)","7829444 (Seventy Eight Lakhs Twenty Nine Thousand Four
Hundred Forty Four only)","876060170 (Eighty Seven Crores Sixty Lakhs Sixty Thousand
One Hundred Seventy only)","154362057 (Fifteen Crore Forty Three Lakhs Sixty Two
Thousand Fifty Seven Only)","793642966 (Seventy Nine Crore Thirty Six Lakhs Forty Two
Thousand Nine Hundred Sixty Six only)","12625688 (One Crore Twenty Six Lakhs Twenty Five
Thousand Six Hundred Eighty Eight only)","202952 (Two Lakhs Two Thousand Nine Hundred Fifty Two
only)","507825017 (Fifty Crore Seventy Eight Lakhs Twenty Five
Thousand Seventeen only)","265750001 (Twenty Six Crore Fifty Seven Lakhs Fifty
Thousand One Only)","781519626 (Seventy Eight Crore Fifteen Lakhs Nineteen
Thousand Six Hundred Twenty Six Only)","17442828 (One Crore Seventy Four Lakhs Forty Two
Thousand Eight Hundred Twenty Eight Only)",494000 (Four Lakhs Ninety Four Thousand Only),"328517202 (Thirty Two Crore Eighty Five Lakhs Seventeen
Thousand Two hundred Two Only)","4331714168 (Four hundred thirty three crores Seventeen
Lakhs Fourteen Thousand One hundred Sixty Eight only)","1604825569 (One Sixty Crores Forty Eight Lakhs Twenty Five
Thousand Five Hundred Sixty Nine only)","141753089 (Fourteen Crores Seventeen Lakhs Fifty Three
Thousand Eighty Nine Only)","3907376482 (Three Ninety Crore Seventy Three Lakhs
Seventy Six Thousand Four Hundred Eighty Two only)","1409765421 (Hundred Forty Crores Ninety Seven Lakhs Sixty
Five Thousand Four Hundred Twenty One only)","95008795 (Nine Crore Fifty Lakhs Eight Thousand Seven
Hundred Ninety Five only)","3388274784 (Three Hundred Thirty Eight Crore Eighty Two
Lakhs Seventy Four Thousand Seven Hundred Eighty Four
Only)","1194098948 (Hundred Nineteen Crore Forty Lakhs Ninety
Eight Thousand Nine Hundred Forty Eight Only)","16575462 (One Crore Sixty Five Lakhs Seventy Five Thousand
Four Hundred Sixty Two Only)"
Iit Ropar  Nirf Engineering 2025,"59215538 (Five crore ninety two lakh fifteen thousand five
hundred thirty eight )","317943911 (Thirty one crore seventy nine lakh forty three
thousand nine hundred eleven )","5179903 (Fifty one lakh seventy nine thousand nine hundred
three )",0 (Zero),"764043847 (Seventy six crore forty lakh forty three thousand
eight hundred forty seven)","75746137 (Seven Crore Fifty Seven Lakh Forty Six Thousand
One Hundred Thirty Seven Rupees)","213322815 (Twenty One Crore Thirty Three Lakh Twenty Two
Thousand Eight Hundred Fifteen Rupees)","2268087 (Twenty Two Lakh Sixty Eight Thousand Eighty
Seven  Rupees)",0 (Zero),"12459316 (One Crore Twenty Four Lakh Fifty Nine Thousand
Three Hundred Sixteen Rupee)","39879613 (Three Crore Ninety Eight Lakh Seventy Nine
Thousand Six Hundred Thirteen)","175879552 (Seventeen Crore Fifty Eight Lakh Seventy Nine
Thousand Five Hundred Fifty Two)","9914230 (Ninety Nine Lakh Fourteen Thousand Two Hundred
Thirty)",0 (Zero),"19760201 (One Crore Ninety Seven Lakh Sixty Thousand Two
Hundred One)","728115550 (Seventy two crore eighty one lakh fifteen thousand
five hundred fifty )","692570430 (Sixty nine crore twenty five lakh seventy thousand
four hundred thirty)","65840101 (Six crore fifty eight lakh forty thousand one hundred
one)","672720230 (Sixty Seven Crore Twenty Seven Lakh Twenty
Thousand Two Hundred Thirty Rupees)","777227956 (Seventy Seven Crore Seventy Two Lakh Twenty
Seven Thousand Nine Hundred Fifty Six Rupees)","50874389 (Five Crore Eight Lakh Seventy Four Thousand
Three Hundred Eighty Nine )","592137411 (Fifty Nine Crore Twenty One Lakh Thirty Seven
Thousand Four Hundred Eleven)","607049468 (Sixty Crore Seventy Lakh Forty Nine Thousand
Four Hundred Sixty Eight )","13349937 (One Crore Thirty Three Lakh Forty Nine Thousand
Nine Hundred Thirty Seven )"
Iit Tirupati Nirf Engineering 2025,"43213105 (Four Crore Thirty Two Lakh Thirteen Thousand
One Hundred and Five )","761033986 (Seventy Six Crore Ten Lakh Thirty Three
Thousand Nine Hundred and Eighty Six )",1364064 (Thirteen Lakh Sixty Four Thousand and Sixty Four ),,"906306869 (Ninety Crore Sixty Three Lakh Six Thousand Eight
Hundred and Sixty Nine )","45049803 (Four Crore Fifty Lakhs Forty Nine Thousand Eight
Hundred and Three)","387810044 (Thirty Eight Crore Seventy Eight Lakhs Ten
Thousand and Forty Four)","1912856 (Nineteen Lakhs Twelve Thousand Eight Hundred
and Fifty Six)",,"127113414 (Twelve Crore Seventy One Lakhs Thirteen
thousand Four Hundred and Fourteen)","41283431 (Four Crore Twelve Lakh Eighty Three Thousand
Four Hundred Thirty One )","108143703 (Ten Crore Eighty One Lakh Forty Three Thousand
Seven Hundred Three)","909899 (Nine Lakh Nine Thousand Eight Hundred Ninety Nine
)",,"67503265 (Six Crore Seventy Five Lakh Three Thousand Two
Hundred And Sixty Five)","519711016 (Fifty One Crore Ninety Seven Lakh Eleven
Thousand and Sixteen)","444749580 (Forty Four Crore Forty Seven Lakh Forty Nine
Thousand Five Hundred and Eighty )","10092690 (One Crore Ninety Two Thousand Six Hundred and
Ninety)","406473898 (Forty Crore Sixty Four Lakhs Seventy Three
thousand Eight hundred and Ninety Eight)","270327094 (Twenty Seven Crore Three Lakhs Twenty Seven
Thousand Ninety Four)","3458992 (Thirty Four Lakh Fifty Eight Thousand Nine Hundred
and Ninety Two)","341974384 (Thirty Four Crore Nineteen Lakh Seventy Four
Thousand Three Hundred Eighty Four )","233476680 (Twenty Three Crore Thirty Four Lakh Seventy Six
Thousand Six Hundred Eighty )","1572824 (Fifteen Lakh Seventy Two Thousand Eight Hundred
and Twenty Four)"
Iit Varanasi  Nirf Engineering 2025,"33059889 (Rupees Three Crore Thirty Lakh Fifty Nine
Thousand Eight Hundred Eighty Nine Only)","519202989 (Rupees Fifty One Crore Ninety Two Lakh Two
Thousand  Nine Hundred Eighty Nine Only)","12639361 (Rupees One Crore Twenty Six Lakh Thirty Nine
Thousand Three Hundred Sixty One Only)",0 (Zero),"99874512 (Rupees Nine Crore Ninety Eight Lakh Seventy Four
Thousand Five Hundred Twelve Only)","90573233 (Rupees Nine Crore Five Lakh Seventy Three
Thousand Two Hundred Thirty Three Only)","301637795 (Rupees Thirty Crore Sixteen Lakh Thirty Seven
Thousand Seven Hundred Ninety Five only)","15429016 (Rupees One Crore Fifty Four Lakh Twenty Nine
Thousand Sixteen  Only)",0 (Zero),"151940732 (Rupees Fifteen Crore Nineteen Lakh Forty
Thousand Seven Hundred Thirty Two  Only)","83885967 (Rupees Eight Crore Thirty Eight Lakh Eighty Five
Thousand Nine Hundred Sixty Seven Only)","147678327 (Rupees Fourteen Crore Seventy Six Lakh Seventy
Eight Thousand Three Hundred Twenty Seven Only)","26504291 (Rupees Two Crore Sixty Five Lakh Four Thousand
Two Hundred Ninety One Only)","2691003 (Rupees Twenty Six Lakh Ninety One Thousand
Three Only)","82909537 (Rupees Eight Crore Twenty Nine Lakh Nine
Thousand Five Hundred Thirty Seven Only)","2190139688 (Rupees Two Hundred Nineteen Crore One Lakh
Thirty Nine Thousand Six Hundred Eighty Eight Only)","1537627120 (Rupees One Hundred Fifty Three Crore Seventy
Six Lakh Twenty Seven Thousand One Hundred Twenty Only)","42421440 (Rupees Four Crore Twenty Four Lakh Twenty One
Thousand Four Hundred Forty Only)","2087636535 (Rupees Two Hundred Eight Crore Seventy Six
Lakh Thirty Six Thousand Five Hundred Thirty Five  Only)","1636481738 (Rupees One Hundred Sixty Three Crore Sixty
Four Lakh Eighty One Thousand Seven Hundred Thirty Eight
Only)","23570324 (Rupees Two Crore Thirty Five Lakh Seventy
Thousand Three Hundred Twenty Four  Only)","1727284473 (Rupees One Hundred Seventy Two Crore
Seventy Two Lakh Eighty Four Thousand Four Hundred
Seventy Three Only)","1335296684 (Rupees One Hundred Thirty Three Crore Fifty
Two Lakh Ninety Six Thousand Six Hundred Eighty Four Only)","6624328 (Rupees Sixty Six Lakh Twenty Four Thousand Three
Hundred Twenty Eight Only)"
Indian Institute Of Science Banglore Nirf Overall 2025,"218534218 (Twentyone Crores Eightyfive Lakhs Thirtyfour
Thousand Two Hundred Eighteen)","1683221699 (One Hundred Sixty Eight Crores Thirty Two
Lakhs Twenty One Thousand Six Hundred Ninetynine)","85203873 (Eight Crores Fifty Two Lakhs Three Thousand Eight
Hundred Seventy Three)","4506958 (Forty five Lakh Six Thousand Nine Hundred Fifty
Eight)","1066659982 (One Hundred and Six Crores Sixty Six Lakhs
Fifty Nine Thousand Nine Hundred and Eighty Two)","202533939 (Twenty crores twenty five lakhs thirty three
thousand nine hundred thirty nine)","1299078359 (One hundred twenty nine crores ninety lakhs
seventy eight thousand three hundred fifty nine)","93480412 (nine crores thirty four lakhs eighty thousand four
hundred twelve)",0 (zero),"820174201 (Eighty two crores one lakh seventy four thousand
two hundred one)","338527338 (Thirty three Crores Eighty five Lakhs Twenty
seven Thousand Three Hundred Thirty eight)","1453587730 (One hundred forty five crores thirty five lakhs
eighty seven thousand seven thirty)","32057107 (Three crores twenty lakhs fifty seven thousand one
hundred seven)","2368699 (Twenty three lakhs sixty eight thousand six hundred
ninety nine)","728618225 (Seventy two Crores Eighty six Lakhs Eighteen
Thousand Two Hundred Twenty five)","5010997865 (Five hundred one crores nine lakhs ninety seven
thousand eight hundred sixty five)","2940760709 (Two hundred ninety four crores seven lakhs sixty
thousand seven hundred nine)","79780324 (Seven Crores Ninetyseven Lakhs Eighty Thousand
Three Hunded Twenty four)","5136049939 (five hundred thirteen crores sixty lakhs forty nine
thousand nine hundred thirty nine)","1828614204 (one hundred eighty two crores eighty six lakhs
fourteen thousand two hundred four)","39993362 (three crores ninety nine lakhs ninety three thousand
three hundred sixty two )","4102153668 (Four Hundred Ten Crores Twenty one Lakhs
Fifty three Thousand Six Hundred Sixty eight)","1250256552 (One Hundred Twenty five Crores Two Lakhs Fifty
six Thousand Five Hundred Fifty two)","3626240 (Thirty five Lakhs Twenty six Thousand Two Hundred
Forty)"
Indian Institute Of Technology (Indian School Of Mines) Dhanbad Nirf Engineering 2025,"86900300 (Eight Crore Sixty Nine Lakh Three Hundred Rupees
Only)","203212190 (Twenty Crore Thirty Two Lakh Twelve Thousand
One Hundred Ninety Rupees Only)","3705514 (Thirty Seven Lakh Five Thousand Five Hundred
Fourteen Rupees Only)",,"133980866 (Thirteen Crore Thirty Nine Lakh Eighty Thousand
Eight Hundred Sixty Six Rupees Only)","79785921 (Seven Crore Ninety Seven Lakh Eighty Five
Thousand Nine Hundred Twenty One Only)","423338548 (Forty Two Crore Thirty Three Lakh Thirty Eight
Thousand Five Hundred Forty Eight Only)","1243910 (Twelve Lakh Forty Three Thousand Nine Hundred
Ten Only)",,"97273747 (Nine Crore Seventy Two Lakh Seventy Three
Thousand Seven Hundred Forty Seven Only)","108122599 (Ten Crore Eighty One Lakh Twenty Two
Thousand Five Hundred Ninety Nine Only)","306142110 (Thirty Crore Sixty One Lakh Forty Two Thousand
One Hundred Ten Only)","189722 (One Lakh Eighty Nine Thousand Seven Hundred
Twenty Two Only)",,"138188357 (Thirteen Crore Eighty One Lakh Eighty Eight
Thousand Three Hundred Fifty Seven Only)","1980321612 (One Hundred Ninety Eight Crore Three Lakh
Twenty One Thousand Six Hundred Twelve Rupees Only)","1531827189 (One Hundred Fifty Three Crore Eighteen lakh
Twenty Seven Thousand One Hundred Eighty Nine Rupees
Only)","33203365 (Three Crore Thirty Two Lakh Three Thousand
Three Hundred Sixty Five Rupees Only)","1710510938 (One Hundred Seventy One Crore Five Lakh Ten
Thousand Nine Hundred Thirty Eight Only)","942376807 (Ninety Four Crore Twenty Three Lakh Seventy Six
Thousand Eight Hundred Seven Only)","20185709 (Two Crore One Lakh Eighty Five Thousand Seven
Hundred Nine Only)","1535808218 (One Hundred Fifty Three Crore Fifty Eight Lakh
Eight Thousand Two Hundred Eighteen Only)","890268162 (Eighty Nine Crore Two Lakh Sixty Eight Thousand
One Hundred Sixty Two Only)","9972172 (Ninety Nine Lakh Seventy Two Thousand One
Hundred Seventy Two Only)"
Iit  Bhubaneswar Nirf Engineering 2025,"58806327 (Five Crore Eighty Eight Lakh Six Thousand Three
Hundred Twenty Seven)","83581192 (Eight Crore Thirty Five Lakh Eighty One Thousand
One Hundred Ninety Two)","2198894 (Twenty One Lakh Ninety Eight Thousand Eight
Hundred Ninety Four)","26291158 (Two Crore Sixty Two Lakh Ninety One Thousand
One Hundred Fifty Eight)","51297728 (Five Crore Twelve Lakh Ninety Seven Thousand
Seven Hundred Twenty Eight)","65953715 (Rupees Six Crore Fifty Nine Lakh Fifty Three
Thousand Seven Hundred Fifteen Only)","84957225 (Rupees Eight Crore Forty Nine Lakh Fifty Seven
Thousand Two Hundred Twenty Five Only)","19118290 (Rupees One Crore Ninety One Lakh Eighteen
Thousand Two Hundred Ninety Only)","77337956 (Rupees Seven Crore Seventy Three Lakh Thirty
Seven Thousand Nine Hundred Fifty Six Only)","49849095 (Rupees Four Crore Ninety Eight Lakh Forty Nine
Thousand Ninety Five Only)","96036283 (Nine Crore Sixty Lakhs Thirty Six Thousand Two
Hundred Eighty Three)","73151007 (Seven Crore Thirty One Lakh Fifty One Thousand
Seven)","22133973 (Two Crore Twenty One Lakhs Thirty Three
Thousand Nine Hundred Seventy Three)","10095880 (One Crore Ninety Five Thousand Eight Hundred
Eighty)","44266661 (Four Crore Forty Two Lakh Sixty Six Thousand Six
Hundred Sixty One)","777904322 (Seventy Seven Crore Seventy Nine Lakh Four
Thousand Three Hundred Twenty Two)","820515583 (Eighty Two Crore Five Lakh Fifteen Thousand
Five Hundred Eighty Three)","14004776 (One Crore Forty Lakh Four Thousand Seven
Hundred Seventy Six)","581795856 (Rupees Fifty Eight Crore Seventeen Lakh Ninety
Five Thousand Eight Hundred Fifty Six Only)","560022071 (Rupees Fifty Six Crore Twenty Two Thousand
Seventy One only)","7116896 (Rupees Seventy One Lakh Sixteen Thousand Eight
Hundred Ninety Six Only)","481787058 (Forty Eight Crore Seventeen Lakh Eighty Seven
Thousand Fifty Eight)","489765903 (Forty Eight Crore Ninety Seven Lakh Sixty Five
Thousand Nine Hundred Three)","3978935 (Thirty Nine Lakh Seventy Eight Thousand Nine
Hundred Thirty Five)"
Iit Bhilai  Nirf Overall 2025,"25411092 (Two Crore Fifty Four lakh Eleven Thousand and
Ninety Two only)","513950483 (Fifty One Crore Thirty Nine Lakh Fifty Thousand
four hundred eighty three Only)","71825405 (Seven Crore Eighteen Lakh Twenty Five thousand
Four hundred five only)",0 (Zero),"2255062639 (Two Twenty Five Crore Fifty Lakh Sixty Two
Thousand Twenty Six Hundred Thirty Nine Only)","24674941 (Two Crore Fourty Six lakh Seventy Four Thousand
Nine Hundred fourty one only)","371247590 (Thirty Seven Crore Twelve Lakh fourty seven
thousand five hundred ninety only)","71129164 (Seven Crore Eleven Lakh twenty nine thousand
one hundred sixty four only)",0 (Zero),"6374110895 (Six hundred Thirty Seven Crore fourty one lakh
ten thousand eight hundred ninety five only)","20114426 (Two Crore eleven lakh four thousand twenty six
only)","135743724 (Thirteen crore Fifty Seven lakh Fouty Three
thousand Seven hundred Twenty Four)","18859967 (Rupees One Crores Eighty Eight Lacs Fifty Nine
Thousand Nine Hundred Sixty Seven Only)",0 (Zero),"2488161963 (Two fourty eight crore eighty one lakh sixty one
thousand nine hundred sixty three )","354385567 (Thirty five Crore Forty Three Lakh Eighty Five
Thousand Five Hundred Sixty Seven Only)","267955372 (Twenty Six Crore Seventy Nine Lakh Fifty Five
Thousand Three Hundred Seventy Two Only)","35679752 (Three Crore Fifty Six Lakh Seventy Nine Thousand
Seven Hundred Fifty Two Only)","240135927 (Twenty four crore one lakh thirty five thousand
nine hundred twenty seven only)","123923177 (Twelve crore thirty nine lakh twenty three
thousand one hundred seventy seven only)","5139631 (Fifty one lakh thirty nine thousand six hundred thirty
one only)","223044425 (Twenty two crore Thirty lakh Forty Four Thousand
Four hundred Twenty Five)","101662874 (Ten Crore sixteen lakh sixty two thousand eight
hundred seventy four)",8000000 (Eighty Lakh)
Iit Bombay Nirf Engineering 2025,"177105628 (Seventeen Crore Seventy One Lakh Five
Thousand Six Hundred and Twenty Eight Only)","2817100804 (Two Hundred Eighty One Crore Seventy One
Lakh Eight Hundred and Four Only)",0 (Zero),0 (zero),"96499509 (Nine Crore Sixty Four Lakh Ninety Nine Thousand
Five Hundred and Nine Only)","60655438 (Six Crore Six Lakh Fifty Five Thousand Four
Hundred and Thirty Eight Only)","3091659479 (Three Hundred Nine Crores Sixteen Lakhs Fifty
Nine Thousand Four Hundred and  Seventy Nine Only)","82044432 (Eight Crore Twenty Lakhs Forty Four Thousand
Four Hundred Thirty Two Only)",0 (zero),"173684513 (Seventeen Crore Thirty Six Lakhs Eighty Four
Thousand Five Hundred and Thirteen Only)","395211540 (Thirty Nine Crore Fifty Two Lakh Eleven Thousand
Five Hundred Forty Only)","859086724 (Eighty Five Crore Ninety Lakh Eighty Six
Thousand Seven Hundred and Twenty Four Only)","99980000 (Nine Crore Ninety Nine Lakh And Eighty Thousand
Only)",0 (Zero),"80795586 (Eight Crore Seven Lakhs Ninety Five Thousand
Five Hundred And Eighty Six Only)","8523975101 (Eight Hundred Fifty Two Crore Thirty Nine Lakh
Seventy Five Thousand One Hundred and One Only)","4688514494 (Four Hundred Sixty Eight Crore Eighty Five Lakh
Fourteen Thousand Four Hundred and Ninety Four Only)","247557830 (Twenty Four Crore Seventy Five Lakh Fifty Seven
Thousand Eight Hundred and Thirty Only)","6581612412 (Six Hundred Fifty Eight Crore Sixteen Lakhs
Twelve Thousand Four Hundred and Twelve Only)","3380913236 (Three Hundred and Thirty Eight Crores Nine
Lakhs Thirteen Thousand Two Hundred and Thirty Six Only)","22683371 (Two Crore Twenty Six Lakhs Eighty Three
Thousand Three Hundred and Seventy One Only)","6070571682 (Six Hundred And Seven Crore Five Lakh
Seventy One Thousand Six Hundred And Eighty Two)","2978397843 (Two Hundred And Ninety Seven Crore Eighty
Three Lakh Ninety Seven Thousand Eight Hundred And Forty
Three)","9177625 (Ninety One Lakhs Seventy Seven Thousand Six
Hundred Twenty Five Only)"
Iit Chennai Nirf Overall 2025,"298830979 (Twenty nine crores Eighty eight Lakhs Thirty
Thousand Nine Hundred and Seventy Nine)","4977872845 (Four Hundred Ninety Seven Crores Seventy
Eight Lakhs Seventy Two Thousand Eight Hundred and Forty
Five)","15221031 (One Crore Fifty Two Lakhs Twenty One Thousand
and Thirty One)","15922736 (One Crore Fifty Nine Lakhs Twenty Two Thousand
Seven Hundred and Thirty Six)","854156496 (Eighty Five Crore Forty One Lakhs Fifty Six
Thousand Four Hundred and Ninety Six)","191765768 (Nineteen Crores Seventeen Lakhs Sixty Five
Thousand Seven Hundred and Sixty Eight)","5114315121 (Five hundred eleven crore forty three lakh fifteen
thousand one hundred twenty one)","35946386 (Three Crore Fifty Nine Lakhs Forty Six Thousand
Three Hundred and Eighty Six)","7825561 (Sevety Eight Lakh Twenty Five Thousand Five
Hundred and Sixty One)","850240751 (Eighty Five Crore Two Lakhs Forty Thous and
Seven Hundred and Fifty One)","232093405 (Twenty Three Crore Twenty Lakhs Ninety Three
Thousand Four Hundred and Five)","4475051053 (Four Hundred and Forty Seven Crore Fifty Lakhs
Fifty One Thousand and Fifty Three)","16830244 (One Crore Sixty Eight Lakhs Thirty Thousand Two
Hundred and Forty Four)","53944831 (Five Crore Thirty Nine Lakhs Forty Four Thousand
Eight Hundred and Thirty One)","1066955804 (One Hundred and Six Crores Sixty Nine lakhs
Fifty Five Thousand Eight Hundred and Four)","6770455954 (Six Hundered and Seventy Seven Crore Four
Lakhs Fifty Five Thousand Nine Hundred and Fifty Four)","9997419009 (Nine Hundred and Ninety Nine Crore Seventy
Four Lakhs Nineteen Thousand and Nine)","128805662 (Twelve Crore Eighty Eight Lakhs Five Thousand
Six Hundred and Sixty Two)","5424786320 (Five hundred and forty two crore forty seven
lakhs eighty six thousand three hundred and twenty)","8669739543 (Eight hundred sixty six crore Ninety Seven lakh
Thirty Nine  thousand Five hundred Forty Three)","151561504 (Fifteen Crore Fifteen Lakhs Sixty One Thousand
Five Hundred and Four)","6565874098 (Six Hundred and Fifty Six Crore Fifty Eight Lakhs
Seventy Four Thousand and Ninety Eight)","7557097089 (Seven Hundred and Fifty Five Crore Seventy
Lakhs Ninety Seven Thousand and Eighty Nine)","108400586 (Ten Crore Eighty Four Lakhs Five Hundred and
Eighty Six)"
